S.No,Contract No.,Reg. No.,Asset Id.,State,Location,Category,Brand,Model,Year,Start Price,Bidders Count,Sale Price,Yard Entry Date,Posted Date,Auction Start Date,Auction Start Time,Auction End Date,Auction End Time,Status
704,KAUMBMTW02876,KA22HD3999,AP/201231/0007,KARNATAKA,BELGAUM,TWO WHEELER,SUZUKI,ACCESS 125,2018,46852,1,47352,29-09-2020,31-12-2020 13:47:37,30-12-2020,12:00:00,31-12-2020,20:51:00,POSTED FOR SALE
705,KABNBWTW10978,KA52R6908,AP/210111/0024,KARNATAKA,NELAMAGALA,TWO WHEELER,HMSI,HONDA SHINE,2018,39500,2,41500,22-10-2020,11-01-2021 14:28:09,11-01-2021,05:00:00,13-01-2021,19:00:00,POSTED FOR SALE
706,KAHBGATW00851,KA26TP4512,AP/201015/0012,KARNATAKA,GADAG,TWO WHEELER,HMSI,HONDA DIO,2019,45000,1,46500,24-08-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,12:00:00,SOLD OUT
707,KAHUHBTW08008,KA63L4146,AP/201015/0011,KARNATAKA,HUBLI,TWO WHEELER,HMSI,HONDA DIO,2019,45000,3,50500,09-09-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,12:00:00,SOLD OUT
708,KAHUHBTW07541,KA63K8447,AP/201015/0010,KARNATAKA,KALGHATGI,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,45000,2,48500,24-08-2020,15-10-2020 00:00:00,18-11-2020,08:00:00,23-11-2020,18:00:00,SELLER CANCELLED
709,KAMGMTTW03544,KA19EW7144,AP/201015/0009,KARNATAKA,BANTVAL,TWO WHEELER,HMSI,HONDA ACTIVA 4G,2017,42500,1,43000,09-09-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,12:00:00,SELLER CANCELLED
710,KAMGMTTW05459,KA19HC8958,AP/201015/0008,KARNATAKA,BANTVAL,TWO WHEELER,HMSI,HONDA DIO,2019,45000,1,45500,09-09-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,12:00:00,SOLD OUT
711,KAHBGATW00763,KA26EB4970,AP/201015/0006,KARNATAKA,GADAG,TWO WHEELER,HMSI,HONDA DIO,2019,52000,1,53500,24-08-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,12:00:00,SOLD OUT
712,KAQBDZTW00614,KA29EG4992,AP/201015/0004,KARNATAKA,BAGALKOT,TWO WHEELER,HMSI,HONDA DIO,2019,45000,2,46500,21-08-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,12:00:00,SELLER CANCELLED
713,KAMGMTTW05161,KA19HB9600,AP/201229/0051,KARNATAKA,MANGALORE,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,50250,1,50750,22-09-2020,29-12-2020 18:26:50,01-01-2021,09:00:00,04-01-2021,18:37:00,POSTED FOR SALE
714,KAMGMTTW05235,KA70E8797,AP/201229/0049,KARNATAKA,BANTVAL,TWO WHEELER,YAMAHA,FASCINO,2019,49500,1,50000,21-11-2020,29-12-2020 18:25:18,05-01-2021,07:00:00,08-01-2021,18:47:00,POSTED FOR SALE
715,KABNBWTW12557,KA52S1654,AP/201229/0031,KARNATAKA,MAGADI,TWO WHEELER,HMSI,HONDA DIO,2019,43250,0,0,21-10-2020,29-12-2020 17:13:56,01-01-2021,06:00:00,04-01-2021,16:44:00,SELLER CANCELLED
716,KABNBWTW13293,KA04KA1625,AP/201229/0029,KARNATAKA,DODBALLAPURA,TWO WHEELER,SUZUKI,ACCESS 125,2019,52000,3,53500,02-12-2020,29-12-2020 16:52:53,29-12-2020,07:00:00,29-12-2020,20:00:00,SOLD OUT
717,KABNBWTW13120,KA05KX3538,AP/201228/0096,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,HMSI,HONDA DIO,2019,51300,1,51800,18-11-2020,28-12-2020 18:05:48,11-01-2021,04:00:00,13-01-2021,19:19:00,POSTED FOR SALE
718,KABNBWTW11488,KA01JE1545,AP/201228/0093,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2018,42500,2,43750,13-11-2020,28-12-2020 18:02:35,05-01-2021,09:00:00,08-01-2021,16:16:00,POSTED FOR SALE
719,KABNBWTW13366,KA05KX8336,AP/201228/0092,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2020,55000,2,59500,17-11-2020,28-12-2020 18:01:27,27-12-2020,08:00:00,29-12-2020,18:18:00,BID CONFIRMED
720,KABNBWTW13081,KA50ED9554,AP/201228/0091,KARNATAKA,BANGALORE NORTH,TWO WHEELER,HMSI,HONDA DIO,2019,46500,1,47000,17-11-2020,28-12-2020 18:00:11,01-01-2021,07:00:00,04-01-2021,18:21:00,POSTED FOR SALE
721,KABNBNTW03198,KA02KE3381,AP/201228/0090,KARNATAKA,BANGALORE,TWO WHEELER,SUZUKI,BURGMAN STREET,2020,65000,1,65500,17-11-2020,28-12-2020 17:59:04,27-12-2020,08:00:00,29-12-2020,18:17:00,SOLD OUT
722,KABNBWTW12341,KA04JY4379,AP/201228/0089,KARNATAKA,BANGALORE NORTH,TWO WHEELER,HMSI,HONDA DIO,2019,46500,1,47000,17-11-2020,28-12-2020 17:57:59,11-01-2021,03:00:00,13-01-2021,19:30:00,POSTED FOR SALE
723,KABNBWTW12902,KA02KE6128,AP/201228/0088,KARNATAKA,BANGALORE,TWO WHEELER,SUZUKI,ACCESS 125,2019,64000,2,65000,11-11-2020,28-12-2020 17:56:50,27-12-2020,08:00:00,29-12-2020,18:11:00,BID CONFIRMED
724,KABNBNTW03384,KA05KZ0463,AP/201228/0086,KARNATAKA,BANGALORE NORTH,TWO WHEELER,SUZUKI,ACCESS 125,2020,55000,2,56000,18-11-2020,28-12-2020 17:54:27,27-12-2020,08:00:00,29-12-2020,18:18:00,SOLD OUT
725,KABNBWTW13373,KA05KX7165,AP/201228/0085,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2020,46500,3,50000,18-11-2020,28-12-2020 17:53:27,05-01-2021,06:00:00,08-01-2021,18:20:00,POSTED FOR SALE
726,KAHUHATW00080,KA27EP3086,AP/201119/0030,KARNATAKA,HAVERI,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2020,56000,3,61500,02-11-2020,19-11-2020 00:00:00,19-11-2020,08:00:00,23-11-2020,18:30:00,SOLD OUT
727,KAHVHVTW03726,KA27EN8985,AP/201119/0029,KARNATAKA,HAVERI,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,32640,5,49000,19-08-2020,19-11-2020 00:00:00,19-11-2020,08:00:00,23-11-2020,18:24:00,SOLD OUT
728,KAHVHVTW02788,KA27EM6072,AP/201119/0028,KARNATAKA,HAVERI,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,39040,3,49100,19-08-2020,19-11-2020 00:00:00,19-11-2020,08:00:00,23-11-2020,18:17:00,SOLD OUT
729,KAHVHVTW03345,KA27TP1155,AP/201119/0027,KARNATAKA,HAVERI,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,48000,1,49000,19-09-2020,19-11-2020 00:00:00,19-11-2020,08:00:00,23-11-2020,18:07:00,SOLD OUT
730,KAHVHVTW03670,KA27EN8802,AP/201119/0026,KARNATAKA,HAVERI,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,41000,4,46500,19-08-2020,19-11-2020 00:00:00,19-11-2020,08:00:00,23-11-2020,18:05:00,SOLD OUT
731,KABNBNTW03452,KA02KE6113,AP/201228/0082,KARNATAKA,BANGALORE,TWO WHEELER,SUZUKI,ACCESS 125,2019,46500,1,47000,19-11-2020,28-12-2020 17:04:44,30-12-2020,04:00:00,31-12-2020,16:10:00,POSTED FOR SALE
732,KABNBWTW12623,KA02KC3730,AP/201228/0036,KARNATAKA,BANGALORE NORTH,TWO WHEELER,SUZUKI,ACCESS 125,2019,46500,1,46750,25-11-2020,28-12-2020 10:19:58,05-01-2021,04:00:00,08-01-2021,15:17:00,POSTED FOR SALE
733,KABNBWTW13124,KA05KX3112,AP/201228/0035,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2019,45000,1,45500,25-11-2020,28-12-2020 10:19:22,27-12-2020,11:00:00,29-12-2020,15:18:00,SOLD OUT
734,KABNBWTW13323,KA05KX6582,AP/201228/0034,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2020,55000,2,56500,25-11-2020,28-12-2020 10:17:11,27-12-2020,15:00:00,29-12-2020,16:25:00,SOLD OUT
735,KABNBWTW13126,KA05KY9974,AP/201228/0032,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2019,46500,1,47000,23-11-2020,28-12-2020 10:14:32,30-12-2020,05:00:00,31-12-2020,17:10:00,POSTED FOR SALE
736,KABNBWTW12953,KA05KX0328,AP/201228/0031,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2019,46500,1,47000,23-11-2020,28-12-2020 10:13:03,30-12-2020,03:00:00,31-12-2020,17:09:00,POSTED FOR SALE
737,KABNBWTW12771,KA05KW5117,AP/201228/0030,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2019,46750,3,48050,23-11-2020,28-12-2020 10:10:57,05-01-2021,05:00:00,08-01-2021,17:21:00,POSTED FOR SALE
738,KABNBWTW12624,KA41EQ3807,AP/201228/0029,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,TVS MOTORS,NTORQ,2019,45000,1,45500,23-11-2020,28-12-2020 10:09:48,27-12-2020,08:00:00,29-12-2020,17:16:00,SOLD OUT
739,KABNBWTW13429,KA05KX8791,AP/201228/0028,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2020,47750,4,52000,23-11-2020,28-12-2020 10:08:12,05-01-2021,04:00:00,08-01-2021,14:16:00,POSTED FOR SALE
740,KAMYMNTW00089,KA19HD8953,AP/200913/0017,KARNATAKA,MANGALORE,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2020,49500,1,49600,28-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,29-09-2020,12:00:00,SOLD OUT
741,KABNTUTW00254,KA06HH1918,AP/200913/0016,KARNATAKA,TUMKUR,TWO WHEELER,HMSI,HONDA DIO,2020,49000,2,50600,01-09-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,29-09-2020,12:00:00,SOLD OUT
742,KAHUHBTW08258,KA63L8661,AP/200913/0015,KARNATAKA,HUBLI,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,40000,1,41500,25-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,17:35:00,SELLER CANCELLED
743,KAHUHBTW08267,KA63L7720,AP/200913/0014,KARNATAKA,HUBLI,TWO WHEELER,HMSI,HONDA DIO,2019,36000,1,37000,24-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,17:30:00,SELLER CANCELLED
744,KAHUHBTW08513,KA63Q0412,AP/200913/0013,KARNATAKA,HUBLI,TWO WHEELER,TVS MOTORS,TVS XL 100 HEAVY DUTY,2020,34000,2,35500,22-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,29-09-2020,12:00:00,SOLD OUT
745,KAHUHBTW07683,KA63L1680,AP/200913/0012,KARNATAKA,HUBLI,TWO WHEELER,SUZUKI,ACCESS 125,2019,42000,1,43000,27-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,17:20:00,SOLD OUT
746,KAHUHBTW07781,KA63L1188,AP/200913/0011,KARNATAKA,HUBLI,TWO WHEELER,TVS MOTORS,NTORQ,2019,45000,1,46000,27-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,17:15:00,SOLD OUT
747,KAHUHBTW08171,KA25HD0911,AP/200913/0010,KARNATAKA,HUBLI,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,43500,3,45500,20-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,29-09-2020,12:00:00,SOLD OUT
748,KAHUHBTW07799,KA63Q0632,AP/200913/0009,KARNATAKA,HUBLI,TWO WHEELER,YAMAHA,FASCINO,2019,42500,1,43560,19-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,30-09-2020,18:00:00,SOLD OUT
749,KAHUBETW00060,KA22HF4745,AP/200913/0008,KARNATAKA,BELGAUM,TWO WHEELER,SUZUKI,ACCESS 125,2020,55000,2,56000,30-07-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,17:00:00,SELLER CANCELLED
750,KABNBWTW12669,KA05KW1464,AP/201228/0026,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2019,46500,2,47500,18-11-2020,28-12-2020 10:05:52,01-01-2021,04:00:00,04-01-2021,18:21:00,POSTED FOR SALE
751,KABNBWTW10396,KA05KN9897,AP/201228/0025,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2018,39750,0,0,19-11-2020,28-12-2020 08:59:00,05-01-2021,03:00:00,08-01-2021,18:00:00,SELLER CANCELLED
752,KABNBNTW03435,KA02KE5900,AP/201228/0022,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2020,46500,1,46750,02-11-2020,28-12-2020 08:56:42,05-01-2021,04:00:00,08-01-2021,16:00:00,POSTED FOR SALE
753,KAMGMTTW02187,KA19EV7501,AP/201224/0079,KARNATAKA,BANTVAL,TWO WHEELER,HMSI,HONDA HORNET 160,2017,27500,1,28000,05-10-2020,24-12-2020 15:34:42,01-01-2021,03:00:00,04-01-2021,16:26:00,POSTED FOR SALE
754,KAMGMTTW05555,KA70EH0743,AP/201224/0078,KARNATAKA,BANTVAL,TWO WHEELER,HMSI,HONDA DIO,2019,48250,1,48750,29-09-2020,24-12-2020 15:31:33,01-01-2021,03:00:00,04-01-2021,16:17:00,POSTED FOR SALE
755,KABNBWTW10640,KA05KP8308,AP/201117/0024,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,SUZUKI,ACCESS 125,2018,38000,2,39500,24-09-2020,17-11-2020 00:00:00,18-11-2020,08:00:00,23-11-2020,18:15:00,SOLD OUT
756,KABNBWTW12867,KA02KC8276,AP/201117/0023,KARNATAKA,BANGALORE NORTH,TWO WHEELER,SUZUKI,ACCESS 125,2019,55000,1,56500,21-09-2020,17-11-2020 00:00:00,18-11-2020,08:00:00,23-11-2020,18:21:00,SOLD OUT
757,KABNBWTW13214,KA02KD3898,AP/201117/0019,KARNATAKA,BANGALORE NORTH,TWO WHEELER,SUZUKI,ACCESS 125,2019,46750,1,48000,31-08-2020,17-11-2020 00:00:00,01-01-2021,04:00:00,04-01-2021,16:49:00,POSTED FOR SALE
758,KABNBWTW13318,KA05KY1604,AP/201117/0018,KARNATAKA,BANGALORE SOUTH,TWO WHEELER,HMSI,HONDA AVIATOR,2020,49500,1,50000,17-10-2020,17-11-2020 00:00:00,01-01-2021,03:00:00,04-01-2021,19:43:00,POSTED FOR SALE
759,KATKTKTW02479,KA06HE2358,AP/201208/0028,KARNATAKA,KUNIGAL,TWO WHEELER,HMSI,HONDA SHINE DRUM,2019,43500,3,45000,28-09-2020,08-12-2020 18:20:02,17-12-2020,08:00:00,19-12-2020,18:12:00,SOLD OUT
760,KAMGMTTW05370,KA70E9438,AP/201208/0026,KARNATAKA,BANTVAL,TWO WHEELER,YAMAHA,FASCINO,2019,40000,1,40500,19-10-2020,08-12-2020 18:18:25,09-12-2020,08:00:00,11-12-2020,18:20:00,SOLD OUT
761,KAMGMTTW05157,KA19HB9348,AP/201208/0024,KARNATAKA,BANTVAL,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,45500,2,46500,24-09-2020,08-12-2020 18:16:21,17-12-2020,08:00:00,19-12-2020,18:16:00,BID CONFIRMED
762,KATKTKTW03376,KA06HF7689,AP/201208/0021,KARNATAKA,KORATAGERE,TWO WHEELER,SUZUKI,BURGMAN STREET,2019,65000,1,66600,30-09-2020,08-12-2020 18:08:38,09-12-2020,08:00:00,11-12-2020,18:11:00,BID CONFIRMED
763,KAMGMTTW05381,KA70E7493,AP/201208/0019,KARNATAKA,BANTVAL,TWO WHEELER,YAMAHA,FASCINO,2019,40000,1,40500,12-09-2020,08-12-2020 18:07:10,09-12-2020,08:00:00,11-12-2020,18:11:00,SOLD OUT
764,KAMGMTTW05192,HA19HC0364,AP/201208/0018,KARNATAKA,MANGALORE,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,45500,1,46000,19-09-2020,08-12-2020 18:05:41,17-12-2020,08:00:00,19-12-2020,18:06:00,SOLD OUT
765,KATKTKTW03268,KA06HF6220,AP/201208/0017,KARNATAKA,TUMKUR,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2019,51000,1,51000,28-09-2020,08-12-2020 18:04:12,09-12-2020,08:00:00,11-12-2020,18:16:00,SOLD OUT
766,KAMYMNTW00016,KA70H1769,AP/201208/0016,KARNATAKA,BELTHANGADY,TWO WHEELER,YAMAHA,RAY,2020,50000,1,40500,19-10-2020,08-12-2020 18:02:29,27-12-2020,08:00:00,29-12-2020,18:11:00,SOLD OUT
767,KAMGMTTW05596,KA19HE7399,AP/201208/0015,KARNATAKA,BANTVAL,TWO WHEELER,HMSI,HONDA DIO,2019,55000,1,55500,19-10-2020,08-12-2020 17:59:49,17-12-2020,08:00:00,19-12-2020,18:11:00,BID CONFIRMED
768,KAMGMTTW05538,KA70H0849,AP/201208/0013,KARNATAKA,BANTVAL,TWO WHEELER,YAMAHA,FZ S,2019,65000,3,74000,28-09-2020,08-12-2020 17:56:46,09-12-2020,08:00:00,14-12-2020,18:14:00,SOLD OUT
769,KAMYMNTW00080,KA19HD9485,AP/201208/0011,KARNATAKA,MANGALORE,TWO WHEELER,HMSI,HONDA ACTIVA,2020,60000,1,60500,27-09-2020,08-12-2020 17:40:31,09-12-2020,08:00:00,14-12-2020,18:07:00,SOLD OUT
770,KABDBDTW03840,KA38W4887,AP/201203/0006,KARNATAKA,BIDAR,TWO WHEELER,BAJAJ AUTO LTD,CT 100 Ally wheel,2019,32333,1,33500,21-08-2020,03-12-2020 00:00:00,04-12-2020,08:00:00,09-12-2020,18:11:00,SOLD OUT
771,KAQBVJTW00828,KA28EY1088,AP/201203/0004,KARNATAKA,BIJAPUR,TWO WHEELER,HMSI,Honda CD110,2019,35360,3,38500,20-08-2020,03-12-2020 00:00:00,04-12-2020,08:00:00,09-12-2020,18:12:00,SOLD OUT
772,KAMGMTTW05187,KA19HC0418,AP/201203/0002,KARNATAKA,BANTWAL,TWO WHEELER,TVS MOTORS,Jupiter,2019,45000,2,46500,27-08-2020,03-12-2020 00:00:00,17-12-2020,08:00:00,19-12-2020,18:11:00,SOLD OUT
773,KLCCRKTW00683,KL11BJ0156,AP/201208/0064,KERALA,KOZHIKODE,TWO WHEELER,YAMAHA,YAHAMA SCOOTER - FASINO,2017,21000,0,0,10-07-2020,08-12-2020 20:31:25,09-12-2020,08:00:00,17-01-2021,17:10:00,POSTED FOR SALE
774,KLCIAWTW01054,KL17T8057,AP/201208/0063,KERALA,KUNNATHUNADU,TWO WHEELER,HERO MOTOR CORP,HERO DUET,2019,35000,1,35000,10-02-2020,08-12-2020 20:29:12,09-12-2020,08:00:00,06-01-2021,17:04:00,POSTED FOR SALE
775,KLCIAWTW01057,KL32P4238,AP/201208/0062,KERALA,CHERTHALA,TWO WHEELER,SUZUKI,BURGMAN 125,2018,35000,1,37500,29-09-2020,08-12-2020 20:26:28,09-12-2020,08:00:00,06-01-2021,16:50:00,POSTED FOR SALE
776,KLCICNTW01019,KL43N0394,AP/201208/0061,KERALA,KOCHI,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 LX,2020,55000,0,0,10-02-2020,08-12-2020 20:23:04,09-12-2020,08:00:00,17-01-2021,16:49:00,POSTED FOR SALE
777,KLAZAZTW00194,KL04AK1859,AP/201208/0060,KERALA,ALLEPPEY,TWO WHEELER,HMSI,HONDA ACTIVA 3G,2016,20000,2,20600,10-01-2020,08-12-2020 20:19:53,09-12-2020,08:00:00,17-01-2021,16:45:00,POSTED FOR SALE
778,KLAZAZTW00162,KL33H8583,AP/201208/0059,KERALA,CHANGANACHERRY,TWO WHEELER,HMSI,LIVO (CBF110G),2016,18000,0,0,10-01-2020,08-12-2020 20:17:24,09-12-2020,08:00:00,17-01-2021,16:45:00,POSTED FOR SALE
779,KLCICSTW02615,KL07CS9452,AP/201208/0058,KERALA,ERNAKULAM,TWO WHEELER,SUZUKI,ACCESS 125,2019,45000,1,46000,19-09-2020,08-12-2020 20:11:24,09-12-2020,08:00:00,06-01-2021,16:25:00,POSTED FOR SALE
780,KLKVCGTW00207,KL27E6563,AP/201208/0057,KERALA,TIRUVALLA,TWO WHEELER,HERO MOTOR CORP,PLEASURE,2015,13000,0,0,19-09-2020,08-12-2020 20:08:47,09-12-2020,08:00:00,17-01-2021,16:20:00,POSTED FOR SALE
781,KLKVKLTW00108,KL35F7668,AP/201208/0056,KERALA,MEENACHIL,TWO WHEELER,YAMAHA,RAY,2015,15000,0,0,19-09-2020,08-12-2020 20:05:28,09-12-2020,08:00:00,17-01-2021,16:15:00,POSTED FOR SALE
782,KLPNTETW00099,KL26G8957,AP/201208/0055,KERALA,ADUR,TWO WHEELER,TVS MOTORS,Jupiter,2016,18000,0,0,19-09-2020,08-12-2020 20:02:58,09-12-2020,08:00:00,17-01-2021,16:15:00,POSTED FOR SALE
783,KLTUKMTW00492,KL16S6694,AP/201208/0054,KERALA,CHIRAYINKEEZHU,TWO WHEELER,HMSI,HONDA ACTIVA 4G,2017,20000,0,0,30-09-2020,08-12-2020 19:58:45,09-12-2020,08:00:00,17-01-2021,16:00:00,POSTED FOR SALE
784,KLTUTDTW02641,KL01CM3570,AP/201208/0053,KERALA,NEYYATTINKARA,TWO WHEELER,HMSI,HONDA DIO,2019,35000,0,0,23-10-2020,08-12-2020 19:53:48,09-12-2020,08:00:00,17-01-2021,17:51:00,POSTED FOR SALE
785,KLAZAZTW00178,KL66A2957,AP/201208/0070,KERALA,KUTTANAD,TWO WHEELER,HMSI,HONDA DIO,2016,18000,1,18500,10-01-2020,08-12-2020 20:44:55,09-12-2020,08:00:00,17-01-2021,17:47:00,POSTED FOR SALE
786,KLAZAZTW00325,KL04AK3971,AP/201208/0069,KERALA,ALLEPPEY,TWO WHEELER,SUZUKI,ACCESS 125,2016,20000,0,0,10-01-2020,08-12-2020 20:41:52,09-12-2020,08:00:00,17-01-2021,17:40:00,POSTED FOR SALE
787,KLAZAZTW00698,KL04AL2997,AP/201208/0068,KERALA,ALLEPPEY,TWO WHEELER,YAMAHA,RAY,2017,20000,1,20500,10-01-2020,08-12-2020 20:40:08,09-12-2020,08:00:00,17-01-2021,17:30:00,POSTED FOR SALE
788,KLAZAZTW00775,KL04AL5053,AP/201208/0067,KERALA,ALLEPPEY,TWO WHEELER,HMSI,HONDA AVIATOR,2017,25000,0,0,30-09-2020,08-12-2020 20:38:01,09-12-2020,08:00:00,17-01-2021,17:30:00,POSTED FOR SALE
789,KLAZAZTW00891,TN521234,AP/201208/0066,KERALA,MAVELIKARA,TWO WHEELER,HERO MOTOR CORP,MAESTRO,2017,20000,0,0,10-01-2020,08-12-2020 20:35:49,09-12-2020,08:00:00,17-01-2021,17:20:00,POSTED FOR SALE
790,KLCCCUTW00918,KL26G8958,AP/201208/0065,KERALA,KOZHIKODE,TWO WHEELER,YAMAHA,YAHAMA SCOOTER - FASINO,2017,21000,0,0,10-07-2020,08-12-2020 20:33:29,09-12-2020,08:00:00,17-01-2021,17:15:00,POSTED FOR SALE
791,CRJBHBTW00562,MP15NF7265,AP/201119/0043,MADHYA PRADESH,SAGAR,TWO WHEELER,TVS MOTORS,TVS APACHE RTR 160 4V FI ABS,2020,56000,1,58800,02-09-2020,19-11-2020 00:00:00,08-01-2021,08:00:00,10-01-2021,17:00:00,POSTED FOR SALE
792,CRJBHBTW00501,MP15NF8228,AP/201119/0042,MADHYA PRADESH,SAGAR,TWO WHEELER,TVS MOTORS,TVS STAR SPORTS,2019,26000,0,0,17-10-2020,19-11-2020 00:00:00,13-01-2021,08:00:00,15-01-2021,19:05:00,POSTED FOR SALE
793,CRNGNGTW03526,MH40BY8220,AP/201119/0020,MAHARASHTRA,KALMESHWAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,40000,1,40000,21-09-2020,19-11-2020 00:00:00,05-01-2021,08:00:00,07-01-2021,17:00:00,POSTED FOR SALE
794,CRNGNGTW03440,MH40BY2514,AP/201119/0022,MAHARASHTRA,HINGNA,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,47000,1,47100,24-10-2020,19-11-2020 00:00:00,27-11-2020,08:00:00,28-11-2020,17:00:00,SOLD OUT
795,CRNGWRTW00907,MH32AL8570,AP/201119/0016,MAHARASHTRA,HINGANGHAT,TWO WHEELER,SUZUKI,Gixxer 155 cc,2018,35000,0,0,01-10-2020,19-11-2020 00:00:00,28-12-2020,12:00:00,30-12-2020,18:00:00,POSTED FOR SALE
796,ORBUNTTW00236,OD13D7986,AP/201111/0035,ORISSA,PURI,TWO WHEELER,HMSI,LIVO (CBF110G),2015,5000,3,7000,29-03-2019,11-11-2020 00:00:00,12-11-2020,08:00:00,15-11-2020,20:13:00,SOLD OUT
797,ORBUNTTW00424,OD13D9931,AP/201111/0033,ORISSA,PURI,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PRO,2016,11000,1,13000,25-02-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,10-12-2020,12:30:00,SOLD OUT
798,ORBUPTTW00362,OD13K1288,AP/201111/0032,ORISSA,PURI,TWO WHEELER,HERO MOTOR CORP,MAESTRO,2018,32000,1,32500,17-03-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,24-12-2020,16:05:00,SOLD OUT
799,ORBUNGTW03594,OD25G2743,AP/201111/0031,ORISSA,NAYAGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,21000,1,21000,10-02-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,24-12-2020,16:14:00,SOLD OUT
800,ORCUCTTW02204,OD05R9746,AP/201111/0030,ORISSA,SALIPUR,TWO WHEELER,HMSI,HONDA SHINE,2015,23000,2,32000,21-03-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,15-11-2020,20:18:00,SOLD OUT
801,ORCUCTTW03489,OD05AE4514,AP/201111/0029,ORISSA,CUTTACK,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2017,21000,5,21500,07-07-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,26-11-2020,18:35:00,SOLD OUT
802,ORCUCTTW06251,OD05AV2459,AP/201111/0028,ORISSA,CUTTACK,TWO WHEELER,SUZUKI,Gixxer 250 cc,2020,78000,5,80500,21-08-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,17-11-2020,15:51:00,SOLD OUT
803,ORCUJTTW04765,OD34L5449,AP/201111/0027,ORISSA,JAJPUR RAOD,TWO WHEELER,SUZUKI,ACCESS 125,2019,40500,1,41000,18-08-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,22-12-2020,16:29:00,SOLD OUT
804,ORJEBPTW00459,OD08G6351,AP/201111/0026,ORISSA,BHAWANIPATNA,TWO WHEELER,TVS MOTORS,TVS XL SUPER,2017,9500,1,10500,30-07-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,26-11-2020,18:34:00,SOLD OUT
